PLANO,MES,ANO,1.00.00.00.00.00.00.00,2.01.00.00.00.00.00.00,2.02.00.00.00.00.00.00,2.03.00.00.00.00.00.00,2.03.01.00.00.00.00.00,2.03.01.01.00.00.00.00,2.03.01.01.01.00.00.00,2.03.01.01.01.01.00.00,2.03.01.01.01.02.00.00,2.03.01.01.02.00.00.00,2.03.01.01.02.01.00.00,2.03.01.01.02.02.00.00,2.03.01.01.02.03.00.00,2.03.01.01.03.00.00.00,2.03.02.01.00.00.00.00,3.01.00.00.00.00.00.00,3.02.00.00.00.00.00.00,3.05.00.00.00.00.00.00,solvencia_seca,solvencia_gerencial,solvencia_liquida,resultado_operacional,maturiade_atuarial,solvencia_financeira,risco_legal,provisoes_cd,passivo_integralizar,provisoes_bd,resultado,prov_concedidos_cd,prov_conceder_cd,prov_concedidos_bd,prov_conceder_bd,COMPETENCIA
ConabPrev Submassa 1,10,2023,902592380.93,6718225.88,0.0,895874155.05,862739561.03,862739561.03,285892773.94,285892773.94,0.0,576846787.09,576846787.09,0.0,0.0,0.0,22115402.14,40045229.7,28398661.93,33909862.55,1.0256339260872622,1.0,1.0,1.4101097368146318,2.0177032778417208,2.604175240097307,0.0,1.0,0.0,0.0,0.0,285892773.94,576846787.09,0.0,0.0,2023-10-01
ConabPrev Submassa 1,11,2021,833894594.26,6435188.96,0.0,827459405.3,799254615.64,799254615.64,248955249.33,248955249.33,0.0,550299366.31,550299366.31,0.0,0.0,0.0,18196606.68,60106260.05,42759033.75,7373738.92,1.022766971030163,1.0,1.0,1.405697341091109,2.2104348785213057,1.5781460208978646,0.0,1.0,0.0,0.0,0.0,248955249.33,550299366.31,0.0,0.0,2021-11-01
ConabPrev Submassa 1,11,2022,860100927.77,5006011.8,0.0,855094915.97,823762103.96,823762103.96,283447825.45,283447825.45,0.0,540314278.51,540314278.51,0.0,0.0,0.0,20483310.16,46417200.69,59529210.35,32513373.09,1.024865565023606,1.0,1.0,0.7797382229176503,1.9062212865884591,1.3259133342426404,0.0,1.0,0.0,0.0,0.0,283447825.45,540314278.51,0.0,0.0,2022-11-01
ConabPrev Submassa 1,11,2023,910029700.94,5884466.66,0.0,904145234.28,870545054.65,870545054.65,286303757.58,286303757.58,0.0,584241297.07,584241297.07,0.0,0.0,0.0,22540693.5,42990855.2,35646723.04,46443083.14,1.0258926213865662,1.0,1.0,1.206025450130689,2.040634401756845,2.508896490699696,0.0,1.0000000000000002,0.0,-2.220446049250313e-16,0.0,286303757.58,584241297.07,0.0,0.0,2023-11-01
ConabPrev Submassa 1,12,2021,838996638.06,4066614.83,0.0,834930023.23,806435539.54,806435539.54,248940355.41,248940355.41,0.0,557495184.13,557495184.13,0.0,0.0,0.0,18408511.15,65591422.68,45891064.97,12413435.88,1.0228270087904365,1.0,1.0,1.4292852589687897,2.239472917967905,1.699783141031778,0.0,1.0,0.0,0.0,0.0,248940355.41,557495184.13,0.0,0.0,2021-12-01
ConabPrev Submassa 1,12,2022,857064787.24,6958075.55,0.0,850106711.69,818748925.44,818748925.44,282200191.6,282200191.6,0.0,536548733.84,536548733.84,0.0,0.0,0.0,20549607.41,50167640.59,67694494.47,31981336.04,1.0250987900826332,1.0,1.0,0.7410889317185562,1.9013053492200391,1.213525224956156,0.0,1.0,0.0,0.0,0.0,282200191.6,536548733.84,0.0,0.0,2022-12-01
ConabPrev Submassa 2,1,2022,271789720.92,443877.8,0.0,271345843.12,241514247.2,241514247.2,1909150.1,1909150.1,0.0,239605097.1,239605097.1,0.0,0.0,0.0,27449561.54,3166195.57,193561.34,1694800.97,1.1136560756072862,1.0,1.0,16.357582407726667,125.50354060689098,25.11346811300232,0.0,1.0,0.0,0.0,0.0,1909150.1,239605097.1,0.0,0.0,2022-01-01
ConabPrev Submassa 2,1,2023,320327105.57,813836.8,0.0,319513268.77,286505133.29,286505133.29,14727529.14,14727529.14,0.0,271777604.15,271777604.15,0.0,0.0,0.0,30228096.14,3463436.06,555105.63,1905272.66,1.1055062985883857,1.0,1.0,6.239237854604357,18.453713556868912,9.671508321758509,0.0,0.9999999999999998,0.0,2.220446049250313e-16,0.0,14727529.14,271777604.15,0.0,0.0,2023-01-01
ConabPrev Submassa 2,2,2022,276324388.12,409221.81,0.0,275915166.31,245854551.28,245854551.28,1785425.99,1785425.99,0.0,244069125.29,244069125.29,0.0,0.0,0.0,27638293.51,6346812.03,371772.41,3221431.63,1.1124172538848922,1.0,1.0,17.071767186811954,136.7007799018317,25.736830928362867,0.0,1.0,0.0,0.0,0.0,1785425.99,244069125.29,0.0,0.0,2022-02-01
ConabPrev Submassa 2,2,2023,322877647.44,675716.72,0.0,322201930.72,289110731.59,289110731.59,15517090.82,15517090.82,0.0,273593640.77,273593640.77,0.0,0.0,0.0,30303630.55,6815383.47,955977.62,1635329.95,1.1048166921488576,1.0,1.0,7.129229102664558,17.63176125884143,8.8398653307386,0.0,1.0,0.0,0.0,0.0,15517090.82,273593640.77,0.0,0.0,2023-02-01
ConabPrev Submassa 2,3,2022,284270597.83,1496801.1,34000.0,282739796.73,251256354.61,251256354.61,8609340.23,8609340.23,0.0,242647014.38,242647014.38,0.0,0.0,0.0,28962096.48,9859044.85,3677642.38,9774675.08,1.1152691104069983,1.0,1.0,2.6808057530596545,28.184159052568884,5.338670240688275,0.00012025190791400339,0.9999999999999999,0.0,1.1102230246251565e-16,0.0,8609340.23,242647014.38,0.0,0.0,2022-03-01
ConabPrev Submassa 2,3,2023,328333275.78,676440.94,0.0,327656834.84,294257881.62,294257881.62,15477596.57,15477596.57,0.0,278780285.05,278780285.05,0.0,0.0,0.0,30550219.92,10026146.4,1316438.64,4178767.44,1.103821246016622,1.0,1.0,7.616113729387343,18.011858868989762,10.790410892223584,0.0,1.0,0.0,0.0,0.0,15477596.57,278780285.05,0.0,0.0,2023-03-01
ConabPrev Submassa 2,4,2022,286955177.8,861691.59,34000.0,286059486.21,254273138.55,254273138.55,10129163.02,10129163.02,0.0,244143975.53,244143975.53,0.0,0.0,0.0,29191623.99,13076107.94,4094031.81,10220312.87,1.114804198966773,1.0,1.0,3.1939439034304913,24.103074957717485,5.690337029892301,0.0001188563974943315,1.0,0.0,0.0,0.0,10129163.02,244143975.53,0.0,0.0,2022-04-01
ConabPrev Submassa 2,4,2023,335407158.28,969234.76,0.0,334437923.52,300711915.98,300711915.98,15273131.15,15273131.15,0.0,285438784.83,285438784.83,0.0,0.0,0.0,30923892.06,13831138.24,2087202.62,7972246.08,1.1028356058296562,1.0,1.0,6.626638979592695,18.688950027774755,10.446223146270293,0.0,0.9999999999999998,0.0,2.220446049250313e-16,0.0,15273131.15,285438784.83,0.0,0.0,2023-04-01
ConabPrev Submassa 2,5,2022,293539258.54,1066944.62,34000.0,292438313.92,260141206.33,260141206.33,9829209.56,9829209.56,0.0,250311996.77,250311996.77,0.0,0.0,0.0,29640968.68,16331602.27,5028940.6,14217139.8,1.113941843732358,1.0,1.0,3.247523398864564,25.4661369504874,6.07458796987978,0.0001162638354196677,1.0,0.0,0.0,0.0,9829209.56,250311996.77,0.0,0.0,2022-05-01
ConabPrev Submassa 2,5,2023,346101730.06,790060.35,0.0,345311669.71,310989803.7,310989803.7,15515983.24,15515983.24,0.0,295473820.46,295473820.46,0.0,0.0,0.0,31483272.15,17657217.6,2421554.09,15317786.0,1.101235705400717,1.0,1.0,7.291688289316719,19.043190230978876,13.617289713317948,0.0,1.0,0.0,0.0,0.0,15515983.24,295473820.46,0.0,0.0,2023-05-01
ConabPrev Submassa 2,6,2021,249707816.72,680429.33,0.0,249027387.39,219993328.8,219993328.8,2832767.01,2832767.01,0.0,217160561.79,217160561.79,0.0,0.0,0.0,26740030.08,19390669.64,3840843.93,8589968.36,1.1215492770888058,1.0,1.0,5.048544016210521,76.66022691714417,7.28502342452639,0.0,0.9999999999999999,0.0,1.1102230246251565e-16,0.0,2832767.01,217160561.79,0.0,0.0,2021-06-01
ConabPrev Submassa 2,6,2022,293095866.63,541197.48,34000.0,292520669.15,260382335.22,260382335.22,10948986.17,10948986.17,0.0,249433349.05,249433349.05,0.0,0.0,0.0,29470657.07,19962942.71,5227953.0,10855629.04,1.1131822442759027,1.0,1.0,3.8185007994524818,22.78141055045282,5.89495960464832,0.00011623110291247603,1.0,0.0,0.0,0.0,10948986.17,249433349.05,0.0,0.0,2022-06-01
ConabPrev Submassa 2,6,2023,361998052.08,679462.26,0.0,361318589.82,326407675.93,326407675.93,15615164.74,15615164.74,0.0,310792511.19,310792511.19,0.0,0.0,0.0,32047007.03,27456730.32,2782843.27,21861169.57,1.0981809234071833,1.0,1.0,9.866430717098918,19.903248948368123,17.722126294953004,0.0,1.0,0.0,0.0,0.0,15615164.74,310792511.19,0.0,0.0,2023-06-01
ConabPrev Submassa 2,7,2021,251105925.32,615507.74,0.0,250490417.58,221471232.13,221471232.13,2685215.24,2685215.24,0.0,218786016.89,218786016.89,0.0,0.0,0.0,26703246.54,22514921.02,4124226.09,7190218.93,1.1205720773898329,1.0,1.0,5.459186894382893,81.47801845858731,7.2025973605147335,0.0,1.0,0.0,0.0,0.0,2685215.24,218786016.89,0.0,0.0,2021-07-01
ConabPrev Submassa 2,7,2022,298302209.73,674161.07,34000.0,297594048.66,265160347.25,265160347.25,11568835.49,11568835.49,0.0,253591511.76,253591511.76,0.0,0.0,0.0,29742157.44,23038420.13,5622052.35,13223763.37,1.1121666861144903,1.0,1.0,4.0978665255580555,21.920228010779674,6.449990366952027,0.00011424959656651218,1.0,0.0,0.0,0.0,11568835.49,253591511.76,0.0,0.0,2022-07-01
ConabPrev Submassa 2,8,2021,253116393.34,508474.7,0.0,252607918.64,223556668.48,223556668.48,2532917.84,2532917.84,0.0,221023750.64,221023750.64,0.0,0.0,0.0,26751905.0,25794900.94,4291448.88,6211556.61,1.1196649832988244,1.0,1.0,6.010767379803905,87.26052900318314,7.458193828001512,0.0,1.0,0.0,0.0,0.0,2532917.84,221023750.64,0.0,0.0,2021-08-01
ConabPrev Submassa 2,8,2022,304433051.04,923021.71,34000.0,303476029.33,270669982.37,270669982.37,12780850.49,12780850.49,0.0,257889131.88,257889131.88,0.0,0.0,0.0,30055792.58,26133499.63,6551516.58,16881418.36,1.111042208363225,1.0,1.0,3.988923680629684,20.177775499508247,6.565642849979629,0.00011203520777263229,1.0,0.0,0.0,0.0,12780850.49,257889131.88,0.0,0.0,2022-08-01
ConabPrev Submassa 2,9,2021,256098903.29,638858.67,0.0,255460044.62,226274397.62,226274397.62,2438310.35,2438310.35,0.0,223836087.27,223836087.27,0.0,0.0,0.0,26856799.91,29051028.03,4649223.87,6135828.56,1.1186912889504304,1.0,1.0,6.2485758574581185,91.79967073100437,7.5683291607121514,0.0,1.0,0.0,0.0,0.0,2438310.35,223836087.27,0.0,0.0,2021-09-01
ConabPrev Submassa 2,9,2022,307788908.62,744351.99,0.0,307044556.63,274099849.67,274099849.67,13413801.5,13413801.5,0.0,260686048.17,260686048.17,0.0,0.0,0.0,30127206.14,29101683.66,6881860.24,17710858.85,1.1099132530582245,1.0,1.0,4.228752494979468,19.434166233189003,6.8023093869165825,0.0,0.9999999999999998,0.0,2.220446049250313e-16,0.0,13413801.5,260686048.17,0.0,0.0,2022-09-01
ConabPrev Submassa 2,9,2023,374429561.56,901208.23,0.0,373528353.33,338246232.23,338246232.23,15611969.04,15611969.04,0.0,322634263.19,322634263.19,0.0,0.0,0.0,32373988.37,38886074.49,4498116.4,24312636.17,1.0957113052126666,1.0,1.0,8.644968478361298,20.665827760954873,14.050038958529397,0.0,1.0,0.0,0.0,0.0,15611969.04,322634263.19,0.0,0.0,2023-09-01
ConabPrev Submassa 2,10,2021,255007751.88,614470.92,0.0,254393280.96,225438783.17,225438783.17,2303738.94,2303738.94,0.0,223135044.23,223135044.23,0.0,0.0,0.0,26673864.54,32555635.96,4907262.64,1870709.58,1.1183197680759553,1.0,1.0,6.6341743550942285,96.85778208445788,7.015386798208951,0.0,1.0,0.0,0.0,0.0,2303738.94,223135044.23,0.0,0.0,2021-10-01
ConabPrev Submassa 2,10,2022,314484093.73,859677.32,0.0,313624416.41,280294308.09,280294308.09,13499630.29,13499630.29,0.0,266794677.8,266794677.8,0.0,0.0,0.0,30431923.06,32069503.56,7548098.02,21908452.07,1.1085713201504919,1.0,1.0,4.248686685708939,19.763109956991276,7.151199611740071,0.0,1.0000000000000002,0.0,-2.220446049250313e-16,0.0,13499630.29,266794677.8,0.0,0.0,2022-10-01
ConabPrev Submassa 2,10,2023,376005916.17,877898.48,0.0,375128017.69,339916881.77,339916881.77,15303990.95,15303990.95,0.0,324612890.82,324612890.82,0.0,0.0,0.0,32314818.16,42744557.47,4989630.31,22557146.43,1.095066823370854,1.0,1.0,8.56667825356384,21.21099599970686,13.08748340916664,0.0,1.0,0.0,0.0,0.0,15303990.95,324612890.82,0.0,0.0,2023-10-01
ConabPrev Submassa 2,11,2021,261416846.2,565650.06,0.0,260851196.14,231612761.42,231612761.42,2050569.63,2050569.63,0.0,229562191.79,229562191.79,0.0,0.0,0.0,26909973.42,36288239.63,5225248.8,4866179.2,1.1161851931431455,1.0,1.0,6.9447869410543674,111.95044949046671,7.876068758678057,0.0,1.0,0.0,0.0,0.0,2050569.63,229562191.79,0.0,0.0,2021-11-01
ConabPrev Submassa 2,11,2022,313139620.22,1111105.53,0.0,312028514.69,279215421.72,279215421.72,13717090.27,13717090.27,0.0,265498331.45,265498331.45,0.0,0.0,0.0,30004433.92,35370029.56,8513394.53,18066847.07,1.1074598019520883,1.0,1.0,4.154632965189269,19.35529519920554,6.27680021661113,0.0,0.9999999999999998,0.0,2.220446049250313e-16,0.0,13717090.27,265498331.45,0.0,0.0,2022-11-01
ConabPrev Submassa 2,11,2023,387714384.56,886627.84,0.0,386827756.72,351116195.36,351116195.36,15686035.22,15686035.22,0.0,335430160.14,335430160.14,0.0,0.0,0.0,32760330.71,46740819.71,6345018.92,31561098.94,1.0933033882883436,1.0,1.0,7.366537483863011,21.38399891594786,12.340691121217336,0.0,1.0,0.0,0.0,0.0,15686035.22,335430160.14,0.0,0.0,2023-11-01
ConabPrev Submassa 2,12,2021,267198323.14,531078.32,0.0,266667244.82,237054095.38,237054095.38,2027234.71,2027234.71,0.0,235026860.67,235026860.67,0.0,0.0,0.0,27242278.16,39556440.27,5606025.47,7752393.93,1.114920090776455,1.0,1.0,7.056057893721985,115.93470628272736,8.43892601865043,0.0,1.0,0.0,0.0,0.0,2027234.71,235026860.67,0.0,0.0,2021-12-01
ConabPrev Submassa 2,12,2022,315243531.68,547053.57,0.0,314696478.11,281895991.18,281895991.18,14830531.24,14830531.24,0.0,267065459.94,267065459.94,0.0,0.0,0.0,30023635.16,38534596.27,8668035.09,17756691.62,1.1065060735142875,1.0,1.0,4.445597631977284,18.00781479895254,6.494123213107574,0.0,1.0,0.0,0.0,0.0,14830531.24,267065459.94,0.0,0.0,2022-12-01
